,url,content
0,http://v.media.daum.net/v/20210326134256716,"[아이뉴스24 박진영 기자] 이에이트와 메가존클라우드가 인공지능 디지털 혁신을 위해 손을 잡았다. (왼쪽부터) 이에이트 김진현 대표, 메가존클라우드 이주완 대표가 협약식을 마치고 기념 촬영을 하고 있다 [사진=이에이트] 이에이트(대표 김진현)와 메가존클라우드(대표 이주완, 조원우)는 ‘NFLOW X MZ 인공지능기반 디지털 혁신’을 위한 업무협약(MOU)을 체결했다고 26일 발표했다. 이에이트와 메가존클라우드는 이번 협약을 통해 ▲인공지능 기반 클라우드 서비스 개발 ▲NFLOW SaaS 모델 개발 ▲R&D 프로젝트 및 인프라 구축 등을 함께 추진할 예정이다. 양 사는 최근 포스트 코로나 시장에 대비해 비대면 서비스가 확장됨에 따라 시뮬레이션 데이터를 이용한 인공지능 서비스를 클라우드 형태로 개발할 예정이다. 또한 바이오 시장과 인공지능 시장을 융합해 AI 서비스 경쟁력을 극대화할 수 있는 계획을 준비 중이며 단순 인공지능 서비스를 넘어 디지털 혁신을 이룰 수 있는 서비스로 시장을 확대해 나갈 예정이다. 김진현 이에이트 대표는 ""4차 산업혁명의 시대 이에이트는 메가존클라우드와 협력해 NFLOW의 기술이 인공지능 서비스의 초석이 될 수 있도록 최선을 다할 예정""이라고 말했다. 메가존클라우드 이주완 대표이사와 조원우 대표는 ""이에이트와의 협업을 통해 디지털 혁신을 이뤄 기업과 시장의 경쟁력을 강화하고, 클라우드와 인공지능 기반으로 차별적인 AI 서비스를 제공할 것""이라고 밝혔다. 이번 협약을 통해 양사는 경쟁력 있는 AI 서비스를 구현해 기업이 앞으로 나가고자 하는 방향을 구체적으로 제시하고, 세계적 흐름에 맞춰 유연하게 대응할 수 있는 서비스를 구축할 예정이다. /박진영 기자(sunlight@inews24.com) Copyright ⓒ 아이뉴스24. 무단전재 및 재배포 금지"
1,http://v.media.daum.net/v/20210326113924394,"(지디넷코리아=남혁우 기자)이에이트(대표 김진현)와 메가존클라우드(대표 이주완, 조원우)는 ‘엔플로우(NFLOW) X MZ 인공지능기반 디지털 혁신’을 위한 업무협약(MOU)을 체결했다고 25일 밝혔다. 이에이트와 메가존클라우드는 이번 협약을 통해 인공지능기반 클라우드 서비스개발, NFLOW SaaS 모델 개발, R&D 프로젝트 및 인프라 구축 등을 함께 추진할 예정이다 양 사는 최근 포스트 코로나 시장에 대비하여 비대면 서비스가 확장됨에 따라 시뮬레이션 데이터를 이용한 인공지능 서비스를 클라우드 형태로 개발한다. 김진현 이에이트 대표(왼쪽)과 이주완 메가존클라우드 대표(오른쪽)(이미지= 이에이트) 또한, 바이오 시장과 인공지능 시장을 융합하여 AI 서비스 경쟁력을 극대화할 수 있는 계획을 준비중에 있으며, 단순 인공지능 서비스를 넘어 디지털혁신을 이룰 수 있는 서비스로 시장을 확대해 나갈 예정이다. 김진현 이에이트 대표는 “4차 산업혁명의 시대, 이에이트는 메가존클라우드와 협력하여 NFLOW의 기술이 인공지능 서비스의 초석이 될 수 있도록 최선을 다할 예정이다”라고 전했다. 메가존클라우드의 이주완 대표이사와 조원우 대표는 “이에이트와의 협업을 통해 디지털 혁신을 이루어 기업과 시장의 경쟁력을 강화하고, 클라우드와 인공지능 기반으로 차별적인 AI 서비스를 제공할 것”이라고 밝혔다. 이에이트가 국내 순수 기술로 자체 개발한 NFLOW는 기존의 시뮬레이션의 한계를 보완하고 시뮬레이션의 실시간성 해석을 통해 예측이 가능한 인공지능 DT 시뮬레이션 소프트웨어다. 이번 업무 협약을 통해 보다 최적화된 데이터 시뮬레이션이 가능할 전망이다. 이에이트는 NFLOW 기술력을 바탕으로 LG CNS 컨소시엄에 참여, 세종 스마트시티 국가시범단지를 수주하여 디지털트윈 구축 총괄을 맡고 있으며, 바이오/헬스케어에서는 세브란스 및 중앙보훈병원과 함께 혈관에 대한 디지털트윈 및 질환에 대한 예후·예측이 가능한 AI-임상의사결정지원시스템(CDSS)에도 도전하고 있는 등 기존 시뮬레이션 산업의 확장에 힘쓰고 있다. 메가존클라우드는 클라우드 전문기업으로 인공지능, 빅데이터 그리고 오픈소스 시장으로도 사업을 확장하며, 국내 클라우드 시장을 선도하고 있다. 지난해 메가존을 포함한 관계사들과 함께 5400억 원의 매출을 달성하고, 국내와 더불어 미국, 캐나다, 일본, 중국, 베트남, 홍콩 등 해외 현지 법인도 운영 중이다. 남혁우 기자(firstblood@zdnet.co.kr) ©메가뉴스 & ZDNET, A RED VENTURES COMPANY, 무단전재-재배포 금지"
2,http://v.media.daum.net/v/20210326151404416,"김진현 이에이트 대표(왼쪽)와 이주완 메가존클라우드 대표가 협약식을 마치고 기념촬영을 하고 있다. 이에이트 제공 이에이트(대표 김진현)와 메가존클라우드(대표 이주완, 조원우)는 '엔플로우 X MZ 인공지능기반 디지털 혁신'을 위한 업무협약(MOU)을 체결했다. 양사는 이번 협약으로 △인공지능기반 클라우드 서비스개발 △엔플로우 서비스형소프트웨어(SaaS) 모델 개발 △R&D 프로젝트·인프라 구축 등을 함께 추진할 예정이다 양사는 최근 포스트 코로나 시장에 대비해 비대면 서비스가 확장됨에 따라 시뮬레이션 데이터를 이용한 AI 서비스를 클라우드 형태로 개발할 예정이다. 바이오 시장과 AI 시장을 융합해 AI 서비스 경쟁력을 극대화하는 계획을 준비중이다. 단순 AI 서비스를 넘어 디지털혁신을 이루는 서비스로 시장을 확대할 예정이다. 김진현 이에이트 대표는 “메가존클라우드와 협력해 엔플로우 기술이 AI 서비스 초석이 될 수 있도록 최선을 다할 예정”이라고 말했다. 이주완 메가존클라우드 대표는 “이에이트와 협업으로 디지털 혁신을 이뤄 기업과 시장의 경쟁력을 강화하겠다”면서 “클라우드와 AI 기반으로 차별적인 AI 서비스를 제공할 것”이라고 말했다. 한편, 이에이트가 국내 순수 기술로 개발한 엔플로우는 기존 시뮬레이션의 한계를 보완하고 시뮬레이션의 실시간성 해석을 통해 예측이 가능한 AI 시뮬레이션 소프트웨어다. LG CNS 컨소시엄에 참여, 세종 스마트시티 국가시범단지를 수주해 디지털트윈 구축 총괄을 맡고 있다. 바이오·헬스케어에서는 세브란스, 중앙보훈병원과 함께 혈관에 대한 디지털트윈·질환에 대한 예후·예측이 가능한 AI-CDSS(임상의사결정지원시스템)에도 도전하고 있는 등 기존 시뮬레이션 산업의 확장에 힘쓴다. 메가존클라우드는 클라우드 전문기업으로 AI, 빅데이터, 오픈소스 시장으로 사업을 확장한다. 지난해 메가존을 포함한 관계사들과 함께 5400억 원의 매출을 달성했다. 미국, 캐나다, 일본, 중국, 베트남, 홍콩 등 해외 현지 법인도 운영 중이다. 김지선기자 river@etnews.com Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지"
3,http://v.media.daum.net/v/20210325093014980,"(지디넷코리아=남혁우 기자)삼정KPMG(대표 김교태)는 인공지능연구원과 인공지능(AI) 자동화 솔루션 공급 협력 등 인공지능 협업을 골자로 업무협약(MOU)을 체결했다고 25일 밝혔다. 협약식에는 정대길 삼정KPMG 컨설팅부문 대표와 김영환 인공지능연구원 대표 및 양사 관계자가 참석했다. 이번 협약에 따라 양사는 삼정KPMG가 보유한 이그나이트(Ignite) 솔루션과 인공지능연구원이 개발한 AI RPA 솔루션 모듈을 활용해 금융, 보험산업을 시작으로 공공∙인프라 등 다양한 산업으로의 자동화 솔루션 개발 및 적용을 위해 AI모듈 조합을 기반으로 고객의 디지털 전환 가속화를 지원할 계획이다. 김영환 인공지능연구원 대표(왼쪽)와 정대길 삼정KPMG 컨설팅부문 대표(오른쪽)가 인공지능 협업을 위한 업무협약을 체결했다(이미지=삼정KPMG) 삼정KPMG의 이그나이트 솔루션은 IT 솔루션 조직인 삼정KPMG 라이트하우스(Lighthouse)를 활용한 프로세스 디지털화 및 혁신을 목표로 한다. 기업이 디지털 기술 환경에서 경쟁력을 확보할 수 있도록 차별화된 프로세스 마이닝(Process Mining) 기술, 디지털 기술을 활용한 고객경험 향상, 디지털 기술을 활용한 직원경험 향상, 디지털 비즈니스 프로세스 리엔지니어링(BPR)을 위한 전략수립 및 솔루션 구축과 같은 고품질 디지털 서비스를 제공하고 있다. 인공지능연구원의 AI RPA 솔루션 모듈은 보험설계사와 보험소비자를 위한 스마트폰 기반의 인슈어테크 서비스인 보험피팅 서비스 운영에 적용되어 활용되고 있다. 인공지능연구원은 전용 사내 서비스 구축을 희망하는 고객을 대상으로 업종별로 특화된 기능을 지속적으로 개발하고 있다. 대형 고객 뿐만 아니라 중소 규모 사업자들도 쉽게 업무 생산성을 향상시킬 수 있도록 지속적으로 지원할 계획이다. 정대길 삼정KPMG 컨설팅부문 대표는 “삼정KPMG의 다양한 산업 컨설팅 경험 및 AI∙빅데이터 기반 전문 컨설팅 역량이 인공지능연구원의 특화된 인공지능 기술과 만나 인슈어테크 등 다양한 산업 분야 AI 업무 자동화 솔루션 개발에 유의미한 성과를 낼 것”이라고 말했다. 김영환 인공지능연구원 대표는 ""국내 유수의 금융 및 보험사들을 고객으로 확보하고 있는 삼정KPMG와 AI 인슈어테크 기업을 지향하는 인공지능연구원이 협업을 통해 금융∙보험산업 등 다양한 산업의 디지털 전환과 혁신을 촉진하는 계기를 만들 수 있을 것으로 기대한다""고 전했다. 삼정KPMG 라이트하우스 센터는 데이터 과학자, SW 엔지니어, 프로그래머 등 다양한 인재로 구성된 IT 솔루션 조직으로, 인공지능 및 빅데이터 기반 기술을 전문 지식과 결합해 비즈니스 솔루션을 개발하고, 이를 고객의 핵심 프로세스에 적용한다는 목적으로 2019년 설립됐다. 센터에서는 감사 업무 자동화 툴, 회계 감사 챗봇, AI 기반 세무 컨설팅 서비스 등 업무 효율화를 위한 신기술 도입을 지원하고 있다. 남혁우 기자(firstblood@zdnet.co.kr) ©메가뉴스 & ZDNET, A RED VENTURES COMPANY, 무단전재-재배포 금지"
4,http://v.media.daum.net/v/20210325083212412,"정대길 삼정KPMG 컨설팅부문 대표(사진 오른쪽)와 김영환 인공지능연구원 대표가 24일 인공지능 협업을 위한 업무협약을 체결하고 기념촬영을 하고 있다. 사진 삼정KPMG 제공 [아시아경제 박지환 기자] 삼정KPMG는 24일 인공지능연구원과 서울 역삼동 삼정KPMG 본사에서 인공지능(AI) 자동화 솔루션 공급 협력 등 인공지능 협업을 골자로 하는 업무협약(MOU)을 체결했다고 25일 밝혔다. 협약식에는 정대길 삼정KPMG 컨설팅부문 대표와 김영환 인공지능연구원 대표 및 양사 관계자가 참석했다. 이번 협약에 따라 양사는 삼정KPMG가 보유한 Ignite 솔루션과 인공지능연구원이 개발한 AI RPA 솔루션 모듈을 활용한 협력을 지속할 계획이다. 금융?보험산업을 시작으로 공공?인프라 등 다양한 산업으로의 자동화 솔루션 개발 및 적용을 위해 AI모듈 조합을 기반으로 고객의 디지털 전환 가속화를 지원한다는 계획이다. 삼정KPMG의 Ignite 솔루션은 IT 솔루션 조직인 삼정KPMG 라이트하우스(Lighthouse)를 활용한 프로세스 디지털화 및 혁신을 목표로 하고 있다. 기업이 디지털 기술 환경에서 경쟁력을 확보할 수 있도록 차별화된 프로세스 마이닝 기술, 디지털 기술을 활용한 고객경험 향상, 디지털 기술을 활용한 직원경험 향상, 디지털 BPR을 위한 전략수립 및 솔루션 구축과 같은 고품질 디지털 서비스를 제공 중이다. 인공지능연구원의 AI RPA 솔루션 모듈은 보험설계사와 보험소비자를 위한 스마트폰 기반의 인슈어테크 서비스인 보험피팅 서비스 운영에 적용되고 있다. 정대길 삼정KPMG 컨설팅부문 대표는 ""삼정KPMG의 다양한 산업 컨설팅 경험 및 AI?빅데이터 기반 전문 컨설팅 역량이 인공지능연구원의 특화된 인공지능 기술과 만나 인슈어테크 등 다양한 산업 분야 AI 업무 자동화 솔루션 개발에 유의미한 성과를 낼 것""이라고 말했다. 박지환 기자 pjhyj@asiae.co.kr <ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>"
5,http://v.media.daum.net/v/20210325085654212,"정대길 삼정KPMG 컨설팅부문 대표(오른쪽)와 김영환 인공지능연구원 대표(왼쪽). (사진 = 삼정KPMG 제공) photo@newsis.com *재판매 및 DB 금지 [서울=뉴시스] 류병화 기자 = 삼정KPMG는 인공지능연구원과 지난 24일 서울 강남구 역삼동 삼정KPMG 본사에서 인공지능(AI) 자동화 솔루션 공급 협력 등 인공지능 협업을 위한 업무협약(MOU)을 체결했다고 25일 밝혔다. 협약식에는 정대길 삼정KPMG 컨설팅부문 대표와 김영환 인공지능연구원 대표와 양사 관계자가 참석했다. 이번 협약에 따라 양사는 삼정KPMG가 보유한 이그나이트(Ignite) 솔루션과 인공지능연구원이 개발한 AI RPA(로봇 프로세스 자동화) 솔루션 모듈을 활용해 금융∙보험산업을 시작으로 공공∙인프라 등 다양한 산업으로의 자동화 솔루션 개발, 적용할 방침이다. 삼정KPMG의 이그나이트 솔루션은 정보기술(IT) 솔루션 조직인 삼정KPMG 라이트하우스(Lighthouse)를 활용한 프로세스 디지털화 및 혁신을 목표로 한다. 인공지능연구원의 AI RPA 솔루션 모듈은 보험설계사와 보험소비자를 위한 스마트폰 기반의 인슈어테크 서비스인 보험피팅 서비스 운영에 적용돼 이미 활용이 되고 있다. 정대길 삼정KPMG 컨설팅부문 대표는 ""삼정KPMG의 다양한 산업 컨설팅 경험 및 AI·빅데이터 기반 전문 컨설팅 역량이 인공지능연구원의 특화된 인공지능 기술과 만나 인슈어테크 등 다양한 산업 분야 AI 업무 자동화 솔루션 개발에 유의미한 성과를 낼 것""이라고 말했다. 김영환 인공지능연구원 대표는 ""국내 유수의 금융 및 보험사들을 고객으로 확보하고 있는 삼정KPMG와 AI 인슈어테크 기업을 지향하는 인공지능연구원이 협업을 통해 금융·보험산업 등 다양한 산업의 디지털 전환과 혁신을 촉진하는 계기를 만들 수 있을 것""이라고 전했다. 한편 삼정KPMG 라이트하우스 센터는 데이터 과학자, SW 엔지니어, 프로그래머 등으로 구성된 IT 솔루션 조직이다. 2019년 설립돼 감사 업무 자동화 툴, 회계 감사 챗봇, AI 기반 세무 컨설팅 서비스 등 업무 효율화를 위한 신기술 도입을 지원하고 있다. ☞공감언론 뉴시스 hwahwa@newsis.com ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지"
6,http://v.media.daum.net/v/20210325161801152,"정대길 삼정KPMG 컨설팅부문 대표(우)와 김영환 인공지능연구원 대표가 24일 인공지능 협업을 위한 업무협약을 체결하고 기념촬영을 하고 있다. [사진 제공 = 삼정KPMG] 25일 삼정KPMG(회장 김교태)와 인공지능연구원(대표 김영환)은 전일 역삼동 삼정KPMG 본사에서 인공지능(AI) 자동화 솔루션 공급 협력 등 인공지능 협업을 골자로 업무협약(MOU)을 체결했다고 밝혔다. 이번 협약에 따라 양사는 금융·보험산업과 공공·인프라 등 다양한 분야에서 자동화 솔루션을 적용하고 AI모듈 조합을 기반으로 고객의 디지털 전환을 지원할 계획이다. [박창영 기자] ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지"
7,http://v.media.daum.net/v/20210326112151604,"한라대학교의 사회맞춤형산학혁명선도대학(LINC+)사업단이 서울 코엑스에서 24일부터 27일까지 열린 ‘AI(인공지능)엑스포코리아2021’에서 인공지능을 이용한 자율주행 교육용 플랫폼인 a-MAP(AI-Mobility Accelerator Program)과 교구를 선보였다. 한라대는 이번 엑스포에 대학으로선 유일하게 참가했다. 한라대 LINC+사업단이 전시회에 소개한 에이맵(a-MAP)은 인공지능 기반 자율주행 모빌리티를 쉽게 학습하고 제작하기 위한 플랫폼으로 자율주행 자동차 제작 과정을 온라인으로 학습할 수 있다. 또 주행 시뮬레이션이 가능하며 하드웨어를 직접 제작하여 실제 주행도 가능하다. 함께 출품한 교육용 플랫폼인 M-Car AI는 이미지 기반 자율주행을 위한 교육용 플랫폼이다. 실제 승용차의 8분의 1 사이즈로 구성된 모형을 통해 다양한 주행 기능을 테스트할 수 있다. 이 플랫폼은 해외 경쟁사 제품과 확장성, 성능, 가격 등 모든 분야에서 당당하게 경쟁할 수 있는 기술을 보유하고 있다. 새로 개발된 플랫폼은 한라대 스마트모빌리티 공학부와 정보통신소프트웨어학과 학생들이 신종 코로나바이러스 감염증(코로나19) 확산으로 등교를 할 수 없는 악조건에서 만들었다. 이들은 효율적인 제작을 위해 디지털트윈 기술을 활용하여 사이버 공간에서 설계와 프로그래밍을 먼저 완료한 뒤 제작에 활용했다. 한라대 링크사업단 서현곤 단장은 “스마트 모빌리티 분야 경쟁력 향상을 위한 새 교육용 플랫폼을 활용해 올해 400명 이상의 인공지능 기반 스마트 모빌리티 인재를 양성하겠다”고 밝혔다. 이번에 한라대가 참가한 AI엑스포코리아는 여러 기관과 기업들이 인공지능, 정보통신기술(ICT), 사물인터넷(IoT) 등 최신 인공지능 관련 기술과 제품을 소개하고 공유하는 전시회다. 여기에는 아이디어와 기술력을 자랑하는 다양한 인공지능과 관련된 제품들이 선보였다. 주성하 기자 zsh75@donga.com ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지"
8,http://v.media.daum.net/v/20210325151559092,"4차 산업의 핵심인 인공지능(AI·Artificial Intelligence)은 다양한 분야와 융합하며 눈부시게 발전하고 있다. 인공지능 왓슨포온콜로지(Watson for Oncology·암 진단 및 치료를 돕는 AI 소프트웨어), 인공지능 변호사 등이 등장하며 우리 삶에 성큼 다가서고 있다. 경희대는 2022학년도에 빅데이터응용학과, 스마트팜과학과, 인공지능학과를 신설해 후마니타스(인간중심) AI 인재 양성에 나선다./경희대 제공 경희대학교(총장 한균태)가 후마니타스(인간중심) AI 인재 양성에 나선다. 대학원과 학부에 AI 관련 학과를 개설하고 ‘인공지능 브레인 허브(AI Brain Hub)’를 설치해 교육과 연구를 돕는다. 또한 인공지능 브레인 허브 산하에 ‘인공지능 클리닉 센터(AI Clinic Center)’와 ‘인공지능 데이터 센터(AI Data Center)’를 만들어 산업계와 지역사회 문제를 해결한다. 이를 위해 100억원의 예산을 투입해 발전을 도울 예정이다. 경희대의 인공지능 연구는 2017년 학부에 소프트웨어융합학과를 신설하며 첫 삽을 떴다. 2018년에는 이 학과를 컴퓨터공학과와 통합해 소프트웨어융합대학으로 승격했다. 지난해에는 일반대학원에 인공지능학과를 개설했다. 이는 2019년 AI 관련 분야의 교육 및 연구 필요성을 통감해 ‘인공지능대학원 TF’를 발족한 후 1년 만의 결실이다. 경희대 제공 2022년에는 학부에 세 개 학과를 신설한다. 경영대학 빅데이터응용학과와 생명과학대학 스마트팜과학과, 소프트웨어융합대학의 인공지능학과가 주인공이다. 이중 빅데이터응용학과와 스마트팜과학과는 AI 관련 분야 지식을 융합한 전공이다. ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지"
9,http://v.media.daum.net/v/20210326104440892,"[서울경제] 이스트소프트(047560) 자회사 딥아이는 인공지능(AI)와 빅데이터 기술을 적용한 안경 브랜드 ‘라운즈 앱솔루트’를 출시한다고 26일 밝혔다. 아이웨어커머스 기업 딥아이는 이스트소프트 AI 기술 연구소와 협업을 바탕으로 인공지능 기술이 접목된 아이웨어 쇼핑몰 ‘라운즈’를 운영하고 있다. 딥아이는 인공지능 기술을 통해 1만여가지 안경 형태를 분류 및 분석하고 메타데이터 처리 기술로 분석된 얼굴 유형별 선호 스타일과 유행을 조합해 각 안경 형태별 점수를 산출한 뒤 높은 점수를 받은 초기 디자인을 바탕으로 10년 이상 경력의 전문 안경사, 디자이너, 브랜드 매니저들이 최종 형태와 소재를 선정하는 개발 과정을 거쳤다. 실제 해당 제품의 디자인은 라운즈의 인공지능과 메타데이터 처리 기술, 10만 건 이상의 판매 데이터, 업계 전문가와의 협업을 바탕으로 개발됐다. 김세민 딥아이 대표는 “인공지능과 최신 기술로 그동안 축적된 사용자 피드백 등 고객 데이터를 분석한 끝에, 고객의 목소리를 반영한 프리미엄 안경 브랜드 ‘앱솔루트’를 제작할 수 있었다”고 말했다. /박호현 기자 greenlight@sedaily.com <©서울경제, 무단 전재 및 재배포 금지>"
