,url,content
0,http://v.media.daum.net/v/20210419142322583,"큐브로이드를 창업한 신재광 대표는 소프트웨어(SW), 로보틱스(Robotics), 인공지능(AI) 교육을 통해 전 세계 학생들이 누구나 나만의 로봇을 만드는 플랫폼을 개발하였다. 지난해 선보인 인공지능 로봇 아티보는 기존 교육용 로봇 제품들과 차별화를 두기 위해 이미지인식과 음성인식 기능을 동시에 탑재하였다. 이미지인식 기능이란 아티보의 카메라를 사용하여 다양한 이미지들과 텍스트들을 식별하고, 누군가의 얼굴을 찾아 주고 표정, 나이, 성별을 구별하며 국내외 유명인들을 찾아낼 수 있다. 또한 아티보에 특화된 10개국(영어, 중국어, 일본어, 스페인어, 한국어 등) 음성인식 기능과 함께 이번에 대화(GPT-3) 기능을 사용할 수 있게 되었다. 특히 이번에 아티보에 탑재한 오픈AI의 GPT-3는 근래 들어 가장 주목받는 AGI이다. 오픈AI는 테슬라 CEO 일론 머스크를 비롯해 링크드인 공동창업자, 페이팔 공동창업자, 구글 출신 딥러닝 전문가 등이 참여해 만들어진 인공지능 연구기관이다. GPT-3의 기술적 성취는 무엇보다 시스템의 작동 규모와 성능에 있다. 무려 1750억개의 매개변수를 통해 엄청난 성능 향상을 이뤄냈다. 그 결과 GPT-3는 단일 문장이 아니라 대화의 문맥을 파악하고 창의적인 답변을 내놓는 수준에 도달했다. 로봇 천재 큐브로이드 신재광 대표는 “현재 베타 서비스이지만 GPT-3를 유료로 사용할 수 있게 승인해준 OpenAI 측에 감사드리며, 앞으로 한달 동안 베타 테스트를 진행한 후 5월에 개최되는 제18회 대한민국교육박람회에서 최초로 공개하려고 한다.”라고 밝혔다. 큐브로이드는 뛰어난 기술력을 인정받아 중소벤처기업부의 팁스(TIPS) 프로그램 선정이 되어 '인공지능 기반의 모듈러 로보틱스 시스템 교육 플랫폼'을 개발하였고, 신용보증기금 퍼스트펭귄 창업기업에 선정이 된 후 신보 스타트업 데모데이에서 최우수상을 받은 바 있다. 현재 자사 서비스 보호를 위해 미국(MODULAR ROBOTICS SYSTEM BASED ON IoT), 한국(모듈형 인공지능 이동 로봇 제어 시스템 및 그 제어 방법), 중국 위주로 특허와 상표권들이 등록되어 있고 KC, FCC, CE, CCC 등 다수국가의 인증을 모두 획득하였다. 큐브로이드는 지난 2년 동안 개발과 테스트한 코딩 가능한 인공지능(AI) 로봇 ‘아티보’와 코딩블록이 큐브로이드가 미국, 일본, 영국, 프랑스, 싱가포르 등 40개국에서 좋은 반응을 얻어 지난 해 100만 달러 수출을 돌파하였다. 특히 다양한 인공지능 교육 프로그램 중에서도 10개 이내의 명령어 조합들을 활용하여 △텍스트 인식 기반의 ‘글자를 인식해서 동화책을 읽어주는 인공지능 로봇 만들기’ △음성 인식 기반의 ‘해외여행 시 도움이 되는 다국어 통역을 해주는 인공지능 로봇 만들기’ △얼굴/이미지 인식 기반의 ‘가족의 얼굴을 인식하면 반응을 해주는 반려 로봇 만들기’, ‘집사 로봇 만들기’, ‘표정을 알아보는 로봇 만들기’, ‘내 나이를 맞추는 로봇 만들기’ 등이 인기 있는 교육 프로그램이다. 지난 해 과학기술정보통신부 장관상을 수상한 신재광 대표는 급격하게 발전하는 이 시대에, 소프트웨어, 인공지능, 로보틱스 분야의 인재를 양성하기 위해 유아부터 초중고 학생들 누구나 쉽고 재미있게 배울 수 있는 미래 교육을 단 한 명이라도 소외당하는 학생이 없도록 항상 더 나은 서비스로, 그리고 학생들이 진정으로 원하는 세계 최고의 서비스를 제공하는 것을 목표로 두고 있다. 현재 큐브로이드는 K-비대면 바우처 수요기업을 모집한다. K-비대면 바우처는 중소벤처기업부에서 중소기업의 비대면 솔루션 도입을 지원하는 정부 지원 사업이다. 비대면 바우처 사업은 정보기술 인프라가 열악한 중소벤처기업이 비용 부담을 최소화해 비대면 업무환경을 구축할 수 있도록 400만원 한도에서 비용의 90%를 정부가 8개월 동안 지원하는 사업이다. 돌봄과 비대면 제도 도입 컨설팅 분야는 최대 200만원 범위에서 제공한다. 온라인 중앙일보 Copyrightⓒ중앙일보 All Rights Reserved."
1,http://v.media.daum.net/v/20210419095747301,"서상목 한국사회복지협의회장(왼쪽)과 김현철 한국인공지능협회장이 16일 업무협약 체결 후 기념촬영을 하고 있다. 한국사회복지협의회 제공 한국사회복지협의회(회장 서상목)는 한국인공지능협회(회장 김현철)와 16일 ‘인공지능 기술의 선한 가치 확산’을 위한 업무협약을 체결했다. 서상목 한국사회복지협의회 회장, 김현철 한국인공지능협회 회장 등이 참석한 이날 행사는 4차 산업혁명시대의 핵심 기술인 인공지능기술을 활용해 지역사회 문제를 해결하고자 인공지능 스타트업 회원사 500곳과 사회공헌 참여 촉진을 위해 개최됐다. 한국인공지능협회는 인간존엄을 바탕으로 지능화 사회를 열어 가기 위해 보건복지부 기타공공기관인 한국사회복지협의회와 연대 체제를 구축했다. 한국사회복지협의회는 기업과 공공기관의 사회적 책임과 가치 실현을 위한 지역사회공헌 인정제도를 보건복지부와 공동 시행하여 올해 3년차를 맞이했다. 지역사회공헌 인정제는 지역문제 해결에 기여한 기업을 선정하여 인정패와 인정라벨 사용권한을 부여한다. 양사의 이번 업무협약에는 ▷공공과 민간의 인공지능 기술을 활용한 사회적 가치 조성과 순환적 생태계 구축 ▷사회적 가치를 실현하는 산업지능화 뉴딜사업의 정착과 확산을 위한 홍보 ▷사회적 가치 관련 인식 제고를 위한 교육·훈련의 상호 교류 등의 내용이 포함된다. 서상목 회장은 “행복 한국 선도를 위해 많은 기업이 지역사회공헌 인정제에 관심을 갖고 참여해 사회공헌을 통한 지역상생 문화가 확산되길 바란다”고 밝혔다. 정창교 기자 jcgyo@kmib.co.kr GoodNews paper ⓒ 국민일보 . 무단전재 및 재배포금지"
2,http://v.media.daum.net/v/20210419104014338,[이데일리 김태형 기자] 서상목(왼쪽) 한국사회복지협의회장과 김현철 한국인공지능협회장이 16일 ‘인공지능 기술의 선한 가치 확산’을 위한 업무협약을 체결하고 있다. 이날 행사는 4차 산업혁명시대의 핵심 기술인 인공지능기술을 활용하여 지역사회 문제를 해결하고자 인공지능 스타트업 500개소 회원사의 사회공헌 참여 촉진을 위해 개최됐다. 양사의 이번 업무협약에는 ▷공공과 민간의 인공지능 기술을 활용한 사회적 가치 조성과 순환적 생태계 구축 ▷사회적 가치를 실현하는 산업지능화 뉴딜사업의 정착과 확산을 위한 홍보 ▷사회적 가치 관련 인식 제고를 위한 교육·훈련의 상호 교류 등의 내용이 포함된다. (사진=한국사회복지협의회) 김태형 (kimkey@edaily.co.kr) ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지
3,http://v.media.daum.net/v/20210419003052997,"김병필 KAIST 기술경영학부 교수 지난달 ‘코세라(Coursera)’라는 온라인 교육 플랫폼 기업이 뉴욕증시에 상장했다. 여러 유명 대학과 기업의 강좌를 온라인으로 제공한다. 코세라는 스탠퍼드대학 교수 두 명이 2012년 교육 불평등을 해소한다는 취지에서 설립했다. 특히 인공지능 기초에 관한 강좌가 유명하다. 인공지능 기술을 처음 배우는 이들에게는 ‘수학의 정석’ 마냥 필수적인 것으로 여겨진다. 코세라의 상장 소식은 에듀테크 산업이 본격적으로 성장하기 시작했다는 점을 보여준다. 국내에서도 2015년 한국형 온라인 공개강좌 시스템(K-MOOC)이 설립되어, 국내 유수 대학의 훌륭한 강의들이 공개되어 있다. 인공지능 전공 대학교수들의 강의를 누구나 들을 수 있게 하는 에듀테크 스타트업도 시도되고 있다. 진작부터 좋은 강의를 언제 어디서나 들을 수 있는 시대가 되었다. 필자도 코세라를 가끔 사용한다. 무료 강좌도 많지만, 유료인 경우도 있다. 코세라의 유료 강좌는 요금 설계가 독특하다. 신청한 강좌를 이수 완료할 때까지 매달 몇만 원 수준의 수강료를 내는 구조다. 열심히 공부해서 강좌를 빨리 마치면 돈을 적게 낸다. 그래서 코세라 사이트가 내 통장에서 돈을 빼 나가도 밉지 않다. 그저 더 강의를 열심히 듣지 못한 자신을 탓하게 된다. 학생의 동기 부여에 중점을 둔 과금 설계다. 코로나19 사태 이후 온라인으로 강의하고 배우는 것에 친숙해지고 있다. 하지만 그저 화상 수업을 듣는 것만으로는 학습 효과가 충분하지 못한 경우가 많다. 우리는 과제를 수행하고 실습하면서 배운다. 미국 철학자 존 듀이는 ‘행함으로써 배운다(learning by doing)’고 했다. 학습자에게 실제와 근접한 과제를 주고 스스로 해결 방안을 설계하고, 실천하며, 발표하게 할 필요가 있다. 이를 ‘프로젝트 기반 학습’이라 한다. 미국의 한 고등학교는 통계학 수업에 프로젝트 기반 학습법을 적용했다. 학생들은 처음에는 통계학에 도통 흥미를 느끼지 못했다. 한 학생은, 자신은 졸업하고 미용사가 될 것인데 왜 통계학을 배워야 하냐고 반문했다. 하지만 실제 생활과 관련된 과제를 수행하면서 태도가 바뀌었다. 미용사가 되려는 학생은 헤어스프레이 제품 사용량과 모발 손상도 간의 상관관계를 통계적으로 분석했다. 이후 학생들은 수업에 큰 관심을 보였다. 인공지능 개척시대 4/19 온라인 교육에도 프로젝트 기반 학습법을 적용할 수 있다. 코세라의 컴퓨터 프로그래밍 수업은 이론만 배우고 단답식 문제만 풀어서는 마칠 수 없다. 학생들은 주어진 과제를 해결하는 프로그램을 직접 작성해서 업로드해야 한다. 그러면 자동적으로 평가가 이루어진다. 정해진 점수 이상을 받아야 강좌를 이수한 것으로 평가받는다. 아직 평가를 자동화하기 어려운 경우도 있다. 작문 과제가 대표적이다. 이때는 수강생들이 상호 평가를 한다. 보통 다른 수강생 3명이 제출한 과제물을 평가해야 자신이 제출한 과제물을 평가받을 수 있다. 인공지능을 이용하면 프로젝트 기반 학습법이 더욱 유용하게 활용될 수 있다. 언어이해 인공지능 기술은 작문 결과를 자동으로 채점할 수 있고, 챗봇 기술을 통해 학습자가 주제를 이해하고 있는지 대화 방식으로 평가할 수도 있다. 물리적인 활동이 필요한 경우는 인공지능 동영상 분석 기술이 활용된다. 운동 자세 교정 프로그램에서 이미 활용되고 있다. 기업에서는 직무 교육의 자동화를 고려할 수 있다. 실제 업무과 유사한 가상의 작업 시나리오를 만들고, 인공지능을 통해 수행 결과를 평가할 수 있다. 가상현실(VR) 기술도 활용할 수 있다. 가상현실 속에서는 실제 현실로 구현하기 어려운 위험한 작업도 교육할 수 있다. 가상현실을 이용한 직업 체험 게임도 인기를 끌고 있다. 아직 대다수 시도가 개념 검증 단계에 머물러 있기는 하지만 다채로운 가능성이 열려 있다. 이러한 기술 발전은 전통적인 교육·평가 방식을 다시금 생각해 보게 한다. 이제 대학 졸업장, 자격증, 표준화된 시험 성적만으로는 개인의 능력을 온전히 평가하기 어렵다. 누구라도 명문 대학의 강의를 듣고 공부할 수 있고, 프로젝트 기반 학습을 통해 필요한 직무 능력을 취득할 수 있다. 19세기 이래 보편적 공교육의 확산은 근대 경제 성장과 민주주의 발전의 밑거름이 되었다. 온라인·인공지능 기반 교육은 교육 기회 확대의 새 지평을 열고 있다. 교육 불평등을 해소한다는 코세라의 설립 목적을 되새겨 본다. 김병필 KAIST 기술경영학부 교수 Copyrightⓒ중앙일보 All Rights Reserved."
4,http://v.media.daum.net/v/20210419154212526,"[한국경제TV 박준식 기자] 한국사회복지협의회(회장 서상목)는 한국인공지능협회(회장 김현철)와 16일 ‘인공지능 기술의 선한 가치 확산’을 위한 업무협약을 체결했다. 서상목 한국사회복지협의회 회장, 김현철 한국인공지능협회 회장 등이 참석한 이날 행사는 4차 산업혁명시대의 핵심 기술인 인공지능기술을 활용하여 지역사회 문제를 해결하고자 인공지능 스타트업 500개소 회원사의 사회공헌 참여 촉진을 위해 개최됐다. 한국인공지능협회는 인간존엄을 바탕으로 지능화 사회를 열어 가기 위해 보건복지부 기타공공기관인 한국사회복지협의회와 연대 체제를 구축했다. 한국사회복지협의회는 기업과 공공기관의 사회적 책임과 가치 실현을 위한 지역사회공헌 인정제도를 보건복지부와 공동 시행하여 올해 3년차를 맞이했다. 지역사회공헌 인정제는 지역문제 해결에 기여한 기업을 선정하여 인정패와 인정라벨 사용권한을 부여한다. 양사의 이번 업무협약에는 ▷공공과 민간의 인공지능 기술을 활용한 사회적 가치 조성과 순환적 생태계 구축 ▷사회적 가치를 실현하는 산업지능화 뉴딜사업의 정착과 확산을 위한 홍보 ▷사회적 가치 관련 인식 제고를 위한 교육·훈련의 상호 교류 등의 내용이 포함된다. 서상목 회장은 “행복 한국 선도를 위해 많은 기업이 지역사회공헌 인정제에 관심을 갖고 참여하여 사회공헌을 통한 지역상생 문화가 확산되길 바란다”고 밝혔다. (서상목 한국사회복지협의회장(왼쪽)과 김현철 한국인공지능협회장이 업무협약 체결 후 기념촬영을 하고 있다. 사진=한국사회복지협의회) 박준식기자 parkjs@wowtv.co.kr Copyright 한국경제티브이"
5,http://v.media.daum.net/v/20210419122707691,"이파피루스 텍스트센스 샘플 테스트 결과 데이터 기술 전문기업 이파피루스(대표 김정희)는 인공지능(AI) OCR 솔루션인 '텍스트센스(TextSense)'가 지속적인 딥러닝 학습을 통해 인식률과 정확도가 향상됐다고 19일 밝혔다. 업데이트 버전은 텍스트 크기가 제각각인 문서는 물론 문서 방향이 삐뚤어지거나 흔들린 문서에서도 높은 인식 정확도를 확보했다. 또 한글 문서만이 아닌 영어로 작성된 문서에도 한글과 동일한 수준의 텍스트 정확도가 나왔다. 텍스트센스는 자체적으로 개발한 전처리 기술을 사용해 품질이 낮은 이미지에서도 자체 보정 작업을 거쳐 텍스트를 인식한다. 사람이 쓰거나 인쇄된 이미지를 스캔해 문자 데이터로 변환하는 데 그쳤던 기존 OCR 제품과 달리 인공지능이 축적된 데이터를 통해 스스로 학습한다. 이로 인해 쓸수록 텍스트 인식률과 정확도가 향상된다. 나아가 신용카드, 영수증, 증명서 등 특정 유형 문서 양식에 맞게 데이터 추출이 가능하다. '텍스트센스'는 서식 도구 없이도 표와 같은 서식을 자동으로 인식하고 서식에 적힌 순서와 배치에 따라 데이터를 추출한다. 문서에서 사용자가 원하는 정보만 빠르게 읽어내는 '핵심어 검출' 기능도 '텍스트센스'만의 특징이다. 문서 이미지 속 텍스트를 단어 단위로 인식한 다음, 사용자가 사전에 지정한 핵심어의 모양으로 핵심어를 찾아내고 이와 연관된 정보만 우선적으로 찾아준다. 이렇게 인식한 텍스트는 내용에 따라 자동으로 분류 및 저장되어 업무자동화(RPA), 문서 데이터 베이스 구축, 민감정보 보호, 실시간 번역 서비스 등 다양한 업무에 편리하게 활용할 수 있다. 김정희 이파피루스 대표는 “인공지능을 활용해 업무 프로세스 효율을 극대화하고 업계를 선도하고자 하는 고객이 많아지고 있다”며 “독보적인 전자문서 기술에 인공지능을 접목한 텍스트센스는 문서 업무 처리가 많은 다양한 산업 및 공공기관의 업무 자동화를 실현하는 최적의 솔루션이 될 것”이라고 말했다. 윤대원기자 yun1972@etnews.com Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지"
6,http://v.media.daum.net/v/20210418110304845,"광주광역시청사 전경. 광주광역시 제공 광주광역시는 지역 인공지능 인재 육성을 위한 ‘인공지능(AI) 융합대학 지원 사업’의 참여대학을 공모한다. 인공지능 융합대학 지원 사업은 지역 특화 산업인 자동차, 에너지, 헬스케어 3개 분야와 인공지능 원천기술 1개 분야의 기업 수요를 중심으로 대학 내 해당 분야와 인공지능 융합 전공과정 등을 개설·운영해 현장 투입이 가능한 실무 전문 인력을 양성하기 위해 추진한다. 모집 대상은 지역 소재 4년제 대학으로, 주관기관과 기업·기관·연구소 등이 참여기관으로 구성된 컨소시엄 형태도 참여 가능하다. 다만 참여기관으로 대학 간 공동참여는 불가능하지만 인공지능 융합대학 성과확산을 위해 다른 대학과의 학점교류나 비전공자도 인공지능 융합과정에 참여할 수 있도록 지원할 계획이다. 사업 신청은 오는 5월 10일부터 14일 오후 4시까지 인공지능산업융합사업단으로 직접 방문해 신청 서류를 제출하면 된다. 자세한 사항은 인공지능산업융합사업단 홈페이지에서 확인할 수 있다. 4개 분야별로 선정된 인공지능 융합대학에게 오는 2024년까지 총 150억원을 지원하며 지역 특화 분야(자동차, 에너지, 헬스케어)에는 연 10억원 내외(1차 년도 8억원), 인공지능 원천기술 분야에는 연 8억원 내외(1차 년도 6억원)를 지원할 방침이다. 인공지능 융합대학으로 선정되면 분야별 인공지능 융합과정과 산·학 협력을 통한 수요자 중심의 인공지능 실습 프로그램 등을 개설해 올해 2학기부터 교과과정을 본격적으로 운영하게 된다. 전 학년의 인공지능 교과과정이 개설되면 매년 760명 이상의 지역 학생이 인공지능 융합대학에 참여해 지역 산업계에 필요한 최적의 실무인력으로 거듭날 뿐만 아니라 배출되는 인재를 통해 인력수급에 목말라 있는 지역 인공지능 관련 기업의 고민을 해결하는 데 기여할 것으로 예상된다. 광주시 손경종 인공지능산업국장은 ""인공지능 융합대학은 지역 대학과 기업 협력을 토대로 산업계 수요에 최적화된 실무 전문 인력을 양성하기 위해 기획된 사업이다""며 ""꿈의 시작 광주를 넘어서 대한민국 인공지능 산업 생태계의 기반이 되는 인공지능 융합 인재양성에 동참할 지역 대학들의 적극적인 참여를 기대한다""고 말했다. [광주CBS 이승훈 기자] yycub@hanmail.net 저작권자ⓒ CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지"
7,http://v.media.daum.net/v/20210418145828566,"[아시아경제 호남취재본부 박선강 기자] 광주광역시는 ‘인공지능(AI) 융합대학 지원 사업’의 참여대학을 공모한다고 18일 밝혔다. 인공지능 융합대학 지원 사업은 지역 특화 산업인 자동차, 에너지, 헬스케어 3개 분야와 인공지능 원천기술 1개 분야의 기업 수요를 중심으로 대학 내 해당 분야와 인공지능 융합 전공과정 등을 개설·운영해 현장 투입이 가능한 실무 전문 인력을 양성하기 위해 추진한다. 모집 대상은 지역 소재 4년제 대학으로, 주관기관과 기업·기관·연구소 등이 참여기관으로 구성된 컨소시엄 형태도 참여 가능하다. 다만, 참여기관으로 대학 간 공동참여는 불가능하지만 인공지능 융합대학 성과확산을 위해 타 대학과의 학점교류나 비전공자도 인공지능 융합과정에 참여할 수 있도록 지원할 계획이다. 사업 신청은 내달 10일부터 14일 오후 4시까지 인공지능산업융합사업단으로 직접 방문해 신청 서류를 제출하면 되며, 자세한 사항은 인공지능산업융합사업단 홈페이지에서 확인할 수 있다. 4개 분야별로 선정된 인공지능 융합대학에게 오는 2024년까지 총 150억원을 지원하며, 지역 특화 분야(자동차, 에너지, 헬스케어)에는 연 10억원 내외(1차 년도 8억원), 인공지능 원천기술 분야에는 연 8억원 내외(1차 년도 6억원)를 지원할 방침이다. 인공지능 융합대학으로 선정되면 분야별 인공지능 융합과정과 산·학 협력을 통한 수요자 중심의 인공지능 실습 프로그램 등을 개설해 올해 2학기부터 교과과정을 본격적으로 운영하게 된다. 전 학년의 인공지능 교과과정이 개설되면 매년 760명 이상의 지역 학생이 인공지능 융합대학에 참여해 지역 산업계에 필요한 최적의 실무인력으로 거듭날 뿐만 아니라 배출되는 인재를 통해 인력수급에 목말라 있는 지역 인공지능 관련 기업의 고민을 해결하는 데 기여할 것으로 예상된다. 손경종 시 인공지능산업국장은 “인공지능 융합대학은 지역 대학과 기업 협력을 토대로 산업계 수요에 최적화된 실무 전문 인력을 양성하기 위해 기획된 사업이다”며 “꿈의 시작 광주를 넘어서 대한민국 인공지능 산업 생태계의 기반이 되는 인공지능 융합 인재양성에 동참할 지역 대학들의 적극적인 참여를 기대한다”고 말했다. 호남취재본부 박선강 기자 skpark82@asiae.co.kr <ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>"
8,http://v.media.daum.net/v/20210418165515911,"호남대 AI교육센터 개소식 자료사진./뉴스1 © News1 (광주=뉴스1) 박준배 기자 = 광주시는 지역 인공지능 인재 육성을 위한 '인공지능(AI) 융합대학 지원 사업' 참여 대학을 공모한다고 18일 밝혔다. 지역 특화 산업인 자동차, 에너지, 헬스케어 3개 분야와 인공지능 원천기술 1개 분야의 기업 수요를 중심으로 대학 내 해당 분야와 인공지능 융합 전공과정 등을 개설·운영해 현장 투입이 가능한 실무 전문 인력을 양성하기 위해 추진한다. 모집 대상은 지역 소재 4년제 대학으로, 주관기관과 기업·기관·연구소 등이 참여기관으로 구성된 컨소시엄 형태도 참여 가능하다. 참여기관으로 대학 간 공동참여는 불가능하지만 인공지능 융합대학 성과 확산을 위해 타 대학과의 학점교류나 비전공자도 인공지능 융합과정에 참여할 수 있도록 지원할 계획이다. 사업 신청은 다음달 10일부터 14일 오후 4시까지 인공지능산업융합사업단으로 직접 방문해 신청 서류를 제출하면 된다. 4개 분야별로 선정된 인공지능 융합대학에는 2024년까지 총 150억원을 지원한다. 지역 특화 분야(자동차, 에너지, 헬스케어)에는 연 10억원 내외(1차 년도 8억원), 인공지능 원천기술 분야에는 연 8억원 내외(1차 년도 6억원)를 지원할 방침이다. 인공지능 융합대학으로 선정되면 분야별 인공지능 융합과정과 산·학 협력을 통한 수요자 중심의 인공지능 실습 프로그램 등을 개설해 올해 2학기부터 교과과정을 본격적으로 운영한다. 전 학년 인공지능 교과과정이 개설되면 매년 760명 이상의 지역 학생이 인공지능 융합대학에 참여한다. 손경종 시 인공지능산업국장은 ""인공지능 융합대학은 지역 대학과 기업 협력을 토대로 산업계 수요에 최적화된 실무 전문 인력을 양성하기 위해 기획된 사업""이라며 ""꿈의 시작 광주를 넘어서 대한민국 인공지능 산업 생태계의 기반이 되는 인공지능 융합 인재양성에 동참할 지역 대학들의 적극적인 참여를 기대한다""고 말했다. nofatejb@news1.kr Copyright ⓒ 뉴스1코리아 www.news1.kr 무단복제 및 전재 – 재배포금지"
9,http://v.media.daum.net/v/20210419141029098,"김 센터장, 삼성SDS 인공지능(AI) 선행연구랩(Lab)장 출신 전문가 신한은행이 인공지능(AI) 사업을 총괄하는 AICC(통합AI센터) 센터장으로 김민수(사진) 삼성SDS AI선행연구랩(Lab)장을 영입했다. 19일 신한은행에 따르면 김 센터장은 카이스트에서 데이터마이닝을 전공하고 박사 학위를 취득한 후 삼성SDS AI선행연구소 부서장으로 AI 기술 연구 및 관련 사업을 이끌어 왔다. 김 센터장은 제조, 의료, 물류, 금융 등 다양한 산업군을 대상으로 딥러닝(AI가 스스로 학습하는 기술)을 적용해 사업화한 풍부한 경험이 있다고 신한은행은 설명했다. 특히 자연어 처리 기반 텍스트 분석 개발, 딥러닝 기반 분류 모델 및 추천 모델 개발 분야에 있어 이해도가 높은 전문가로 꼽힌다. 진옥동 신한은행장은 지난 12월 은행장 직속의 디지털혁신단을 신설하고 김혜주 상무(마이데이터 유닛 총괄), 김준환 상무(데이터 유닛 총괄)를 영입한 바 있다. 이번 김 센터장의 영입으로 디지털혁신단(단장 김철기 상무)의 리더를 모두 외부 전문가로 중용했다. 신한은행 관계자는 “디지털 신기술 내재화와 더불어 개방과 혁신의 관점에서 외부 전문 인재 영입을 지속해 나갈 계획”이라고 말했다. 송정은 기자 Copyrightⓒmunhwa.com 무단 전재 및 재배포 금지"
